out,text
1,4+ years of developing scalable reporting solutions/products that are intuitive to use.
1,"Strong knowledge of Tableau, Looker or similar BI platform."
1,"Familiarity with cloud-native databases, especially Snowflake."
1,Strong business intuition as well as outstanding written and verbal communication skills.
1,Ability to convey complex concepts and information to diverse audiences.
1,"Track record of working independently, with strong time management and organizational skills."
1,Comfort working in a globally distributed environment with a remote workforce.
1,"Experience performing complex analysis including regression, forecasting and probability modeling is a plus."
1,BA/BS in quantitative field or equivalent practical experience.
1,Prior experience in a consulting environment is desired.
0,Auth0 makes the internet safer by safeguarding billions of login transactions each month.
0,"Our team is spread across more than 35 countries and we are proud to continually be recognized as a great place to work . Culture is critical to us, and we are transparent about our vision and principles . We practice N+1>N which applies to everything from our people to how we iterate our tech; we believe in one team, one score; and we give a shit about everything we do."
0,"Research shows that candidates from underrepresented backgrounds often don’t apply unless they meet all the job criteria. We aren’t looking for someone who ticks every single box on a page; we’re looking for lifelong learners and people who can make us better with their unique experiences. If you think you’d be a great fit, then please get in touch to tell us about yourself."
